title,platform_name,region_code,amount
The Witcher 2: Assassins of Kings,PC,NA,0.25
PilotWings Resort,3DS,NA,0.4
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,NA,0.32
LEGO Jurassic World,X360,NA,0.47
ESPN NBA 2K5,XB,NA,0.88
World Championship Poker,PS2,NA,0.8
Tom Clancy's Splinter Cell: Chaos Theory,PS2,NA,0.36
SpongeBob SquarePants: Battle for Bikini Bottom,GC,NA,0.74
South Park: The Stick of Truth,X360,NA,0.57
Ben 10: Alien Force,DS,NA,0.65
SingStar Abba,PS3,NA,0.27
Cars 2,Wii,NA,0.46
Wild ARMs,PS,NA,0.26
Kessen,PS2,NA,0.27
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,NA,0.68
NCAA Football 2000,PS,NA,0.53
Brutal Legend,PS3,NA,0.54
Skylanders: Spyro's Adventure,PS3,NA,0.39
Guitar Hero: Metallica,Wii,NA,0.41
Evolve,PS4,NA,0.35
WWE SmackDown vs. Raw 2009,PS3,NA,0.51
Army of Two: The 40th Day,X360,NA,0.62
Tony Hawk: RIDE,Wii,NA,0.7
Lego Batman 3: Beyond Gotham,X360,NA,0.48
Wii Play: Motion,Wii,NA,0.24
Killzone,PS2,NA,0.79
The Tomb Raider Trilogy,PS3,NA,0.27
Colin McRae Rally 04,PS2,NA,0.01
Star Fox 64 3D,3DS,NA,0.48
The SpongeBob SquarePants Movie,GC,NA,0.73
Rocksmith 2014,X360,NA,0.69
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,NA,0.52
Cars,Wii,NA,0.83
Assassin's Creed III,PC,NA,0.28
Castlevania: Lament of Innocence,PS2,NA,0.46
Mario Tennis Open,3DS,NA,0.26
The Witcher 2: Assassins of Kings,X360,NA,0.48
Bayonetta,X360,NA,0.51
Destroy All Humans!,PS2,NA,0.78
MVP Baseball 2005,XB,NA,0.7
SaGa Frontier 2,PS,NA,0.1
NCAA Football 10,X360,NA,0.87
MLB 2000,PS,NA,0.52
The Legend of Zelda: Twilight Princess HD,WiiU,NA,0.48
Bully,PS2,NA,0.75
Prince of Persia: The Sands of Time,XB,NA,0.57
Phantasy Star Portable,PSP,NA,0.19
Hot Shots Golf Fore!,PS2,NA,0.46
MLB 06: The Show,PS2,NA,0.78
NHL 2003,PS2,NA,0.46
Operation Flashpoint: Dragon Rising,X360,NA,0.36
Nickelodeon Fit,Wii,NA,0.78
Buzz! Quiz World,PS3,NA,0.16
Tony Hawk's Pro Skater 4,XB,NA,0.59
Borderlands 2,PC,NA,0.42
EA Sports Grand Slam Tennis,Wii,NA,0.29
White Knight Chronicles: International Edition,PS3,NA,0.33
SSX,PS3,NA,0.35
Sonic Riders: Zero Gravity,Wii,NA,0.5
LEGO Jurassic World,PS3,NA,0.34
Build-A-Bear Workshop,DS,NA,0.85
Crash City Mayhem,GBA,NA,0.67
Spider-Man,2600,NA,0.87
Mega Man 4,NES,NA,0.51
Castlevania II: Simon's Quest,NES,NA,0.45
Toy Story 2: Buzz Lightyear to the Rescue!,N64,NA,0.71
Teenage Mutant Ninja Turtles,GBA,NA,0.67
MLB 07: The Show,PS2,NA,0.77
Skylanders: Trap Team,X360,NA,0.54
Cars,GC,NA,0.72
Brothers in Arms: Hell's Highway,PS3,NA,0.44
Pokken Tournament,WiiU,NA,0.47
SnoCross Championship Racing,PS,NA,0.52
Teenage Mutant Ninja Turtles,PS2,NA,0.45
Top Gun: Combat Zones,PS2,NA,0.45
Blue Dragon,X360,NA,0.3
007: The World is not Enough,PS,NA,0.51
NCAA Football 11,X360,NA,0.86
NHL 98,PS,NA,0.51
FIFA Street,X360,NA,0.17
EA Sports Active 2,PS3,NA,0.52
SpongeBob SquarePants: The Yellow Avenger,PSP,NA,0.55
WWE SmackDown vs. Raw 2009,X360,NA,0.58
Dante's Inferno,X360,NA,0.63
Wipeout: In The Zone,X360,NA,0.87
Space Jam,PS,NA,0.51
Kung Fu Panda,Wii,NA,0.5
Knockout Kings 2000,N64,NA,0.63
Balloon Fight,NES,NA,0.39
Assassin's Creed,PC,NA,0.01
Disney Magical World,3DS,NA,0.16
Crysis 3,X360,NA,0.51
Lego Batman 3: Beyond Gotham,PS4,NA,0.37
Dynasty Warriors 7,PS3,NA,0.25
The Evil Within,PS3,NA,0.26
MLB 12: The Show,PS3,NA,0.86
Sonic Riders,GC,NA,0.71
Starsky & Hutch,PS2,NA,0.45
Tobal No.1,PS,NA,0.12
Lost Odyssey,X360,NA,0.45
MLB 15: The Show,PS4,NA,0.67
Operation Flashpoint: Dragon Rising,PS3,NA,0.23
Homefront,PS3,NA,0.32
AMF Bowling Pinbusters!,Wii,NA,0.85
Street Hoops,PS2,NA,0.45
Avatar: The Game,PS3,NA,0.32
Harvest Moon 3D: A New Beginning,3DS,NA,0.41
Tom Clancy's EndWar,X360,NA,0.58
Knockout Kings 2002,PS2,NA,0.45
Tokyo Xtreme Racer 3,PS2,NA,0.35
LEGO Indiana Jones 2: The Adventure Continues,PS3,NA,0.47
Colin McRae Rally 2.0,PS,NA,0.02
Glover,N64,NA,0.72
MX vs. ATV Reflex,PS3,NA,0.52
Minecraft: Story Mode,X360,NA,0.46
Marvel: Ultimate Alliance 2,X360,NA,0.68
Call of Duty: World at War,DS,NA,0.57
Sonic Mega Collection Plus,XB,NA,0.61
DJ Hero,PS3,NA,0.42
Dragon Age: Inquisition,XOne,NA,0.55
The Simpsons Game,PS3,NA,0.38
Tiger Woods PGA Tour 2002,PS2,NA,0.44
MLB 2005,PS2,NA,0.44
SOCOM 4: U.S. Navy SEALs,PS3,NA,0.66
Burnout Revenge,PS2,NA,0.75
Buzz! Quiz TV,PS3,NA,0.28
We Ski & Snowboard,Wii,NA,0.38
Destruction Derby,PS,NA,0.5
TouchMaster 2,DS,NA,0.3
Crysis 3,PS3,NA,0.26
3Xtreme,PS,NA,0.5
Hot Shots Tennis,PS2,NA,0.17
Sonic Heroes,XB,NA,0.41
Resistance: Retribution,PSP,NA,0.27
Tiger Woods PGA Tour 12: The Masters,PS3,NA,0.52
Star Wars: The Force Unleashed,DS,NA,0.51
Madden NFL 99,N64,NA,0.84
Spider-Man 3,PS2,NA,0.74
James Bond 007: Agent Under Fire,XB,NA,0.65
Samba De Amigo,Wii,NA,0.42
The Elder Scrolls Online,PC,NA,0.32
Pure,PS3,NA,0.42
FIFA Soccer 09 All-Play,Wii,NA,0.29
Fossil Fighters,DS,NA,0.84
LittleBigPlanet Karting,PS3,NA,0.42
X-Men Legends,XB,NA,0.62
NBA Live 2005,XB,NA,0.81
Harry Potter: Quidditch World Cup,PS2,NA,0.44
The Biggest Loser: Ultimate Workout,X360,NA,0.73
Madagascar,GBA,NA,0.62
Call of Juarez: Bound in Blood,PS3,NA,0.35
Killzone: Liberation,PSP,NA,0.44
Madden NFL 08,Wii,NA,0.82
Blitz: The League,PS2,NA,0.74
LEGO Jurassic World,PS4,NA,0.32
Castlevania: Circle of the Moon,GBA,NA,0.6
Sonic Chronicles: The Dark Brotherhood,DS,NA,0.51
Tiger Woods PGA Tour 06,PS2,NA,0.74
Classic NES Series: The Legend of Zelda,GBA,NA,0.46
The Jak and Daxter Collection,PS3,NA,0.6
Fire Emblem: The Sacred Stones,GBA,NA,0.42
Finding Nemo,GC,NA,0.69
CSI: Hard Evidence,Wii,NA,0.36
Ace Combat 2,PS,NA,0.16
F1 2009,Wii,NA,0.15
NFL 2K2,PS2,NA,0.44
EA Sports UFC 2,PS4,NA,0.28
Dissidia 012: Duodecim Final Fantasy,PSP,NA,0.21
LEGO Marvel Super Heroes,3DS,NA,0.42
F1 2010,X360,NA,0.18
Monster 4X4: World Circuit,Wii,NA,0.81
Call of Duty: Modern Warfare 2,PC,NA,0.01
Wii Fit U,WiiU,NA,0.39
Kingdoms of Amalur: Reckoning,X360,NA,0.55
Call of Duty: Modern Warfare 3,Wii,NA,0.6
MLB 2001,PS,NA,0.49
Mega Man 8 Anniversary Collector's Edition,PS,NA,0.44
WWE SmackDown vs. Raw 2011,X360,NA,0.44
Sleeping Dogs,X360,NA,0.38
Grand Theft Auto IV,PC,NA,0.01
Michael Jackson: The Experience,X360,NA,0.62
Ghostbusters: The Video Game,Wii,NA,0.6
Rock Band 3,X360,NA,0.73
Resident Evil: Revelations,3DS,NA,0.3
NBA 2K6,PS2,NA,0.43
Buzz! The Mega Quiz,PS2,NA,0.32
Endless Ocean: Blue World,Wii,NA,0.47
Star Wars: Rebel Assault II - The Hidden Empire,PS,NA,0.49
Just Cause 3,XOne,NA,0.42
Metal Gear Ac!d,PSP,NA,0.32
Cooking Mama: World Kitchen,Wii,NA,0.51
Tekken Tag Tournament 2,PS3,NA,0.28
ESPN NHL 2K5,PS2,NA,0.43
GRID,X360,NA,0.33
Phantasy Star Portable 2,PSP,NA,0.08
Crimson Skies: High Road to Revenge,XB,NA,0.65
Spec Ops: Ranger Elite,PS,NA,0.49
Gex,PS,NA,0.49
NBA 2K14,XOne,NA,0.7
DiRT,X360,NA,0.38
Gold's Gym: Dance Workout,Wii,NA,0.71
Red Faction: Guerrilla,X360,NA,0.48
Tom Clancy's Ghost Recon: Island Thunder,XB,NA,0.61
Mercenaries 2: World in Flames,PS3,NA,0.29
Need for Speed: V-Rally,PS,NA,0.43
Kingdom Hearts Re: Chain of Memories,PS2,NA,0.73
Pictionary,Wii,NA,0.61
NCAA Football 13,PS3,NA,0.82
Kingdoms of Amalur: Reckoning,PS3,NA,0.37
NFL GameDay '97,PS,NA,0.48
Beijing 2008,PS3,NA,0.14
The House of the Dead: Overkill,Wii,NA,0.46
Tony Hawk's Project 8,PS2,NA,0.72
Injustice: Gods Among Us,PS4,NA,0.46
NHL 2000,PS,NA,0.48
Buzz! Master Quiz,PSP,NA,0.2
Brothers in Arms: Hell's Highway,X360,NA,0.47
Fight Night Round 2,PS2,NA,0.72
Wizards of Waverly Place,DS,NA,0.59
Scooby-Doo! First Frights,DS,NA,0.63
Conflict: Desert Storm,XB,NA,0.48
Triple Play 2002,PS2,NA,0.43
Vagrant Story,PS,NA,0.3
Lemmings,PSP,NA,0.12
Warriors Orochi,PS2,NA,0.11
Guitar Hero: Warriors of Rock,X360,NA,0.47
Enduro,2600,NA,0.81
Tales of Xillia 2,PS3,NA,0.2
SingStar '90s,PS2,NA,0.1
Tomb Raider: Anniversary,Wii,NA,0.12
Winning Eleven: Pro Evolution Soccer 2007,PSP,NA,0.01
Darksiders II,PS3,NA,0.35
Ghostbusters: The Video Game,PS3,NA,0.34
The World Ends With You,DS,NA,0.54
Rocky,PS2,NA,0.42
Ford Racing,PS,NA,0.48
Madden Football 64,N64,NA,0.81
MLB 99,PS,NA,0.48
Dragon Ball Z: Burst Limit,PS3,NA,0.22
The Legendary Starfy,DS,NA,0.61
2010 FIFA World Cup South Africa,X360,NA,0.32
Dynasty Warriors 4: Xtreme Legends,PS2,NA,0.17
Ninja Gaiden Sigma 2,PS3,NA,0.52
Forza Horizon 2,X360,NA,0.35
Skate 2,PS3,NA,0.46
FIFA Soccer 08,DS,NA,0.1
Army Men: Air Attack,PS,NA,0.47
Need for Speed: Nitro,Wii,NA,0.46
Madden NFL 09 All-Play,Wii,NA,0.78
NBA 2K8,X360,NA,0.79
Far Cry: Primal,XOne,NA,0.46
Street Fighter Alpha 2,PS,NA,0.14
Tiger Woods PGA Tour 2005,XB,NA,0.64
Army of Two: The 40th Day,PS3,NA,0.44
Blazing Angels: Squadrons of WWII,Wii,NA,0.74
Castlevania III: Dracula's Curse,NES,NA,0.4
Harry Potter and the Order of the Phoenix,DS,NA,0.28
Rampage World Tour,PS,NA,0.47
Burnout Legends,PSP,NA,0.7
WWE 2K15,PS3,NA,0.36
Overwatch,XOne,NA,0.52
Ratatouille,PS2,NA,0.31
NFL GameDay,PS,NA,0.47
Burnout 2: Point of Impact,PS2,NA,0.42
Kirby: Planet Robobot,3DS,NA,0.26
Street Fighter EX3,PS2,NA,0.32
Karaoke Revolution Glee,Wii,NA,0.52
Sniper Elite V2,X360,NA,0.46
Thief (2014),PS4,NA,0.28
Spider-Man 2,GC,NA,0.65
Golden Sun: Dark Dawn,DS,NA,0.56
Tiger Woods PGA Tour 11,PS3,NA,0.37
Devil May Cry HD Collection,PS3,NA,0.42
MLB 16: The Show,PS4,NA,0.68
NBA 2K10,PS3,NA,0.75
Xenoblade Chronicles X,WiiU,NA,0.36
Petz Dogz Fashion,DS,NA,0.46
The Incredibles,GC,NA,0.65
NCAA Football 11,PS3,NA,0.79
Dragon Age II,PS3,NA,0.4
ATV Quad Power Racing 2,PS2,NA,0.41
Harvest Moon: Tree of Tranquility,Wii,NA,0.69
Final Fantasy,NES,NA,0.32
Street Fighter X Tekken,PS3,NA,0.42
Rocket Power: Team Rocket Rescue,PS,NA,0.47
Duke Nukem Forever,X360,NA,0.52
Big Mutha Truckers,PS2,NA,0.41
Borderlands: The Handsome Collection,PS4,NA,0.36
Rogue Galaxy,PS2,NA,0.24
ESPN College Hoops 2K5,PS2,NA,0.41
Metroid: Zero Mission,GBA,NA,0.6
FIFA 15,PSV,NA,0.13
Time Crisis 4,PS3,NA,0.32
Ben 10: Protector of Earth,PS2,NA,0.09
Need for Speed Rivals,X360,NA,0.37
Q*bert,PS,NA,0.46
WWE SmackDown vs. Raw 2009,Wii,NA,0.44
Ace Combat 3: Electrosphere,PS,NA,0.22
Dynasty Warriors 2,PS2,NA,0.24
Battle of Giants: Dinosaurs,DS,NA,0.38
Lizzie McGuire 2: Lizzie Diaries,GBA,NA,0.6
Borderlands 2,PSV,NA,0.43
FIFA Soccer World Championship,PS2,NA,0.27
Brute Force,XB,NA,0.62
Dance Central 3,X360,NA,0.57
The Game of Life,PS,NA,0.46
Mega Man Legends,PS,NA,0.39
NCAA Football 12,PS3,NA,0.78
Sly 3: Honor Among Thieves,PS2,NA,0.69
The Price is Right,Wii,NA,0.77
Sid Meier's Civilization Revolution,X360,NA,0.58
I Spy: Fun House,DS,NA,0.77
The Amazing Spider-Man (Console Version),PS3,NA,0.31
Dragon Ball: Raging Blast 2,PS3,NA,0.42
MediEvil,PS,NA,0.46
Casper,PS,NA,0.46
Deca Sports 2,Wii,NA,0.33
James Bond 007: Nightfire,XB,NA,0.58
Madden NFL 17,XOne,NA,0.72
Tony Hawk's Underground 2 Remix,PSP,NA,0.46
Tony Hawk's Pro Skater 3,GC,NA,0.64
Marvel: Ultimate Alliance,PS2,NA,0.69
Star Wars The Clone Wars: Republic Heroes,Wii,NA,0.44
DJ Hero 2,X360,NA,0.64
Street Fighter V,PS4,NA,0.35
Need for Speed: Hot Pursuit 2,XB,NA,0.68
Clu Clu Land,NES,NA,0.42
Killer Instinct Gold,N64,NA,0.61
Amped: Freestyle Snowboarding,XB,NA,0.69
Custer's Revenge,2600,NA,0.76
MediEvil: Resurrection,PSP,NA,0.19
DmC: Devil May Cry,PS3,NA,0.24
Tales of the Abyss,3DS,NA,0.42
Rocket Power: Beach Bandits,PS2,NA,0.4
Guitar Hero: Warriors of Rock,PS3,NA,0.33
Hasbro Family Game Night 3,Wii,NA,0.47
Madden NFL 16,PS3,NA,0.56
Stranglehold,X360,NA,0.4
Imagine: Rock Star,DS,NA,0.4
Shin Megami Tensei: Persona 4,PS2,NA,0.34
SingStar Vol. 2,PS3,NA,0.29
Madden NFL 25,PS4,NA,0.62
Twisted Metal (2012),PS3,NA,0.67
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,NA,0.73
Ready 2 Rumble Boxing: Round 2,PS2,NA,0.4
Patapon,PSP,NA,0.33
Tales of Destiny II,PS,NA,0.06
NASCAR 2001,PS,NA,0.45
EA Sports Active NFL Training Camp,Wii,NA,0.77
The Legend of Zelda: Four Swords Adventures,GC,NA,0.63
Guitar Hero Live,PS4,NA,0.32
Valkyrie Profile,PS,NA,0.07
Pro Evolution Soccer 2010,X360,NA,0.12
Army Men: Sarge's Heroes,N64,NA,0.68
Mega Man,NES,NA,0.45
Tom Clancy's Rainbow Six 3,PS2,NA,0.4
Lego Batman 3: Beyond Gotham,PS3,NA,0.33
DiRT 2,X360,NA,0.32
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,NA,0.2
The Next Tetris,PS,NA,0.45
Dying Light,XOne,NA,0.43
NCAA Football 10,PS3,NA,0.75
Ben 10: Alien Force,Wii,NA,0.52
Final Fantasy XI: Wings of the Goddess,PS2,NA,0.35
The Sims 2,PS2,NA,0.67
Guitar Hero: Metallica,X360,NA,0.52
NCAA Football 14,PS3,NA,0.75
MadWorld,Wii,NA,0.46
Fight Night Champion,X360,NA,0.4
Who wants to be a millionaire,PS,NA,0.45
Yakuza,PS2,NA,0.03
Star Wars Rogue Squadron III: Rebel Strike,GC,NA,0.62
ABBA: You Can Dance,Wii,NA,0.19
Moto Racer,PS,NA,0.45
Hitman: Contracts,PS2,NA,0.39
The Sims 2: Pets,PSP,NA,0.19
Final Fantasy Anthology,PS,NA,0.45
Aliens: Colonial Marines,X360,NA,0.36
Pro Evolution Soccer 2010,PSP,NA,0.09
[Prototype 2],X360,NA,0.48
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,NA,0.37
Goldeneye 007: Reloaded,PS3,NA,0.33
NBA 2K16,PS3,NA,0.44
All Star Cheer Squad,Wii,NA,0.43
The Sims 2: Castaway,PSP,NA,0.08
Prince of Persia: Warrior Within,XB,NA,0.48
Dragon's Dogma,X360,NA,0.42
Darksiders II,X360,NA,0.45
Resident Evil: Revelations,PS3,NA,0.14
Rayman Raving Rabbids 2,DS,NA,0.73
Need for Speed: Hot Pursuit 2,GC,NA,0.68
Star Wars: The Force Unleashed II,Wii,NA,0.54
Band Hero,X360,NA,0.51
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,NA,0.39
Sniper: Ghost Warrior,PS3,NA,0.26
The Godfather II,X360,NA,0.47
pro evolution soccer 2011,PSP,NA,0.05
Alien,2600,NA,0.74
Dragon Ball Z: Budokai Tenkaichi 2,PS2,NA,0.66
The Walking Dead: Season One,PS3,NA,0.4
Rayman Origins,X360,NA,0.38
Guitar Hero: Aerosmith,PS2,NA,0.61
Final Fantasy Tactics A2: Grimoire of the Rift,DS,NA,0.42
Harvest Moon: A Wonderful Life,GC,NA,0.61
Invizimals,PSP,NA,0.17
Motocross Mania,PS,NA,0.44
Tiger Woods PGA Tour 10,PS3,NA,0.42
Star Wars The Clone Wars: Jedi Alliance,DS,NA,0.62
WCW Mayhem,N64,NA,0.63
Mega Man 5,NES,NA,0.39
Star Ocean: The Last Hope,X360,NA,0.32
Dance Dance Revolution SuperNOVA 2,PS2,NA,0.64
Armored Core 2,PS2,NA,0.28
Ghost Squad,Wii,NA,0.42
Dead Island: Riptide,X360,NA,0.44
Drawn to Life,DS,NA,0.71
Major League Baseball Featuring Ken Griffey Jr,N64,NA,0.75
FIFA 12,Wii,NA,0.16
Too Human,X360,NA,0.38
Sid Meier's Civilization Revolution,PS3,NA,0.49
NCAA Football 08,PS2,NA,0.65
FIFA Soccer 2004,XB,NA,0.24
Personal Trainer: Walking,DS,NA,0.22
Naruto Shippuden: Ultimate Ninja Storm 2,X360,NA,0.43
PokePark 2: Wonders Beyond,Wii,NA,0.27
Tom Clancy's Splinter Cell: Double Agent,X360,NA,0.67
Yars' Revenge,2600,NA,0.73
Lips,X360,NA,0.12
Secret Agent Barbie: Royal Jewels Mission,GBA,NA,0.56
Metroid Prime Hunters,DS,NA,0.58
The 7th Guest,PC,NA,0.01
Doom,PS,NA,0.43
Buzz! The Hollywood Quiz,PS2,NA,0.17
Puzzler World,DS,NA,0.41
My Little Pony: Pinkie Pie's Party,DS,NA,0.72
Marvel vs. Capcom: Clash of Super Heroes,PS,NA,0.43
God of War Saga,PS3,NA,0.72
Battle Stations,PS,NA,0.43
Tetris Party Deluxe,DS,NA,0.29
Pro Evolution Soccer 2016,PS4,NA,0.13
Worms: Open Warfare,PSP,NA,0.11
Star Wars Battlefront: Elite Squadron,PSP,NA,0.38
UFC Personal Trainer: The Ultimate Fitness System,X360,NA,0.53
Resident Evil: Operation Raccoon City,X360,NA,0.55
NBA 2K7,PS2,NA,0.65
Need for Speed: ProStreet,PSP,NA,0.24
Toy Story 3: The Video Game,X360,NA,0.41
Jr. Pac-Man,2600,NA,0.72
James Bond 007: Nightfire,GC,NA,0.6
Banjo-Kazooie: Nuts & Bolts,X360,NA,0.32
NBA ShootOut 98,PS,NA,0.43
Avatar: The Game,X360,NA,0.34
Harry Potter and the Half-Blood Prince,Wii,NA,0.28
DJ Hero,Wii,NA,0.47
Perfect Dark Zero,X360,NA,0.66
Galaxian,2600,NA,0.72
Andretti Racing,PS,NA,0.43
Caesars Palace 2000: Millennium Gold Edition,PS,NA,0.43
Madden NFL 25,XOne,NA,0.67
Air Raid,2600,NA,0.72
Need For Speed: Undercover,PSP,NA,0.23
Duke Nukem Forever,PS3,NA,0.33
Freedom Wars,PSV,NA,0.22
Marvel Nemesis: Rise of the Imperfects,PS2,NA,0.64
Boxing,2600,NA,0.72
Need for Speed: Porsche Unleashed,PS,NA,0.43
Dragon Ball: Raging Blast,PS3,NA,0.37
Crystal Castles,2600,NA,0.72
Conker's Bad Fur Day,N64,NA,0.53
Star Wars Episode II: Attack of the Clones,GBA,NA,0.55
My Baby Girl,DS,NA,0.61
LEGO Batman 2: DC Super Heroes,DS,NA,0.43
Twisted Metal: Head On,PSP,NA,0.71
Conflict: Desert Storm II - Back to Bagdhad,PS2,NA,0.38
Maximo: Ghosts to Glory,PS2,NA,0.38
Pokemon Dash,DS,NA,0.21
Donkey Kong Country 3,GBA,NA,0.45
All-Star Baseball 2003,PS2,NA,0.38
Unlimited Saga,PS2,NA,0.1
Cabela's Deer Hunt: 2004 Season,PS2,NA,0.37
Sonic Unleashed,PS2,NA,0.37
Formula 1,PS,NA,0.18
Plants vs. Zombies: Garden Warfare,PS3,NA,0.22
Raving Rabbids: Travel in Time,Wii,NA,0.22
The Sims 3,3DS,NA,0.3
Driv3r,XB,NA,0.36
Mercenaries: Playground of Destruction,PS2,NA,0.64
MTV Celebrity Deathmatch,PS2,NA,0.37
Street Fighter Alpha: Warriors' Dreams,PS,NA,0.17
Mortal Kombat,PSV,NA,0.47
Lost Planet 2,X360,NA,0.38
SoulCalibur V,PS3,NA,0.35
Portal 2,PC,NA,0.33
Super Monkey Ball: Touch & Roll,DS,NA,0.7
Pro Evolution Soccer 2015,PS4,NA,0.09
Drawn to Life: The Next Chapter,Wii,NA,0.29
The Lord of the Rings: Conquest,PS3,NA,0.38
Tony Hawk's Pro Skater 2,N64,NA,0.59
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,NA,0.09
Syphon Filter: The Omega Strain,PS2,NA,0.37
FIFA Soccer 11,PS2,NA,0.11
Deer Drive,Wii,NA,0.67
Kane & Lynch: Dead Men,X360,NA,0.36
Assassin's Creed: Revelations,PC,NA,0.14
Mortal Kombat: Deception,XB,NA,0.61
Ace Attorney Investigations: Miles Edgeworth,DS,NA,0.27
That's So Raven,GBA,NA,0.54
FIFA 15,Wii,NA,0.24
Marvel vs. Capcom 2: New Age of Heroes,PS2,NA,0.31
Need for Speed: Shift,PSP,NA,0.16
Kane & Lynch: Dead Men,PS3,NA,0.29
Dark Souls II,X360,NA,0.48
True Crime: New York City,PS2,NA,0.57
Legends of Wrestling,PS2,NA,0.37
Rockstar Games presents Table Tennis,X360,NA,0.28
Monopoly Streets,Wii,NA,0.24
Genji: Days of the Blade,PS3,NA,0.18
Harvest Moon: Animal Parade,Wii,NA,0.6
Total War: Rome II,PC,NA,0.12
Rare Replay,XOne,NA,0.47
Spectrobes,DS,NA,0.67
Wall-E,PS2,NA,0.21
WWE SmackDown vs. Raw 2009,PSP,NA,0.41
Band Hero,PS3,NA,0.41
Mega Man X5,PS,NA,0.3
Tearaway,PSV,NA,0.17
DJ Hero 2,PS3,NA,0.47
The Godfather II,PS3,NA,0.41
WWE SmackDown vs. Raw 2010,Wii,NA,0.51
Turok,X360,NA,0.46
[Prototype 2],PS3,NA,0.36
Shark Tale,PS2,NA,0.37
San Francisco Rush: Extreme Racing,N64,NA,0.63
The Amazing Spider-Man (Console Version),X360,NA,0.43
Zone of the Enders,PS2,NA,0.3
Red Faction: Guerrilla,PS3,NA,0.33
Street Fighter EX Plus Alpha,PS,NA,0.28
Madden NFL 06,PSP,NA,0.69
Coded Arms,PSP,NA,0.28
Tony Hawk's Underground 2,XB,NA,0.48
Tales of Vesperia,X360,NA,0.32
X-Men Origins: Wolverine - Uncaged Edition,PS3,NA,0.31
Madagascar: Escape 2 Africa,DS,NA,0.42
Split/Second,PS3,NA,0.31
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,NA,0.22
MVP 06 NCAA Baseball,PS2,NA,0.62
Just Dance 2015,WiiU,NA,0.4
Borderlands: The Pre-Sequel,X360,NA,0.46
LittleBigPlanet 3,PS3,NA,0.2
Marvel: Ultimate Alliance 2,PS3,NA,0.49
Sega Superstars Tennis,DS,NA,0.29
The Walking Dead: Season One,X360,NA,0.55
Ace Combat: Assault Horizon,PS3,NA,0.3
Jampack Summer 2001,PS2,NA,0.36
Resonance of Fate,PS3,NA,0.2
Burnout,PS2,NA,0.36
Tom Clancy's Rainbow Six: Vegas,PSP,NA,0.42
Final Fantasy XIII-2,X360,NA,0.36
LEGO Batman 2: DC Super Heroes,3DS,NA,0.41
Mortal Kombat: Unchained,PSP,NA,0.67
Mario & Luigi: Paper Jam,3DS,NA,0.16
Yu-Gi-Oh! Dungeon Dice Monsters,GBA,NA,0.42
Brink,PS3,NA,0.29
LEGO Marvel Super Heroes,WiiU,NA,0.31
Blur,PS3,NA,0.22
Namco Museum Remix,Wii,NA,0.68
Midnight Club 3: DUB Edition,XB,NA,0.61
Crysis 2,PC,NA,0.16
The Lord of the Rings: The Two Towers,GBA,NA,0.53
Tiger Woods PGA Tour 2001,PS2,NA,0.36
Indiana Jones and the Staff of Kings,Wii,NA,0.36
Jet Moto 3,PS,NA,0.41
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,NA,0.27
Unreal Championship,XB,NA,0.59
Pirates of the Caribbean: At World's End,PS3,NA,0.17
Tiger Woods PGA Tour 08,PS3,NA,0.22
Persona 4: Arena,PS3,NA,0.3
Sword of Mana,GBA,NA,0.31
Harvest Moon DS: Island of Happiness,DS,NA,0.44
Star Ocean: The Last Hope International,PS3,NA,0.28
The Sims 2: Castaway,DS,NA,0.63
FIFA: Road to World Cup 98,PS,NA,0.14
Classic NES Series: Donkey Kong,GBA,NA,0.4
Call of Duty: Ghosts,PC,NA,0.23
Mortal Kombat 4,N64,NA,0.55
F1 2011,X360,NA,0.11
Madden NFL 10,Wii,NA,0.63
Kirby: Canvas Curse,DS,NA,0.37
Croc 2,PS,NA,0.41
Oddworld: Munch's Oddysee,XB,NA,0.54
Berzerk,2600,NA,0.68
NHL 11,X360,NA,0.61
Dragon Age: Inquisition,PC,NA,0.32
iCarly,DS,NA,0.67
DiRT 3,X360,NA,0.23
NCAA Football 07,X360,NA,0.67
Full Spectrum Warrior,XB,NA,0.54
Katamari Damacy,PS2,NA,0.47
Beyblade VForce: Ultimate Blader Jam,GBA,NA,0.52
Ratchet & Clank Collection,PS3,NA,0.47
Avatar: The Game,Wii,NA,0.33
Shaun Palmer's Pro Snowboarder,PS2,NA,0.36
MX vs. ATV Reflex,X360,NA,0.52
Imagine: Interior Designer,DS,NA,0.34
SSX,X360,NA,0.38
Style Savvy: Trendsetters,3DS,NA,0.16
James Bond 007: Agent Under Fire,GC,NA,0.56
XCOM: Enemy Unknown,PC,NA,0.26
Rabbids Go Home,DS,NA,0.35
Star Wars Episode III: Revenge of the Sith,GBA,NA,0.52
Ultimate Spider-Man,PS2,NA,0.6
