game_title,score,source
Spider-Man: Mysterio's Menace,6.1,Sanders-Haas
Game & Watch Gallery 4,7.9,"Burke, Sherman and Howard"
Littlest Pet Shop: Jungle,8.2,Gonzalez-Robles
Naruto: Ultimate Ninja,5.4,Padilla-Gray
Fighters Uncaged,5.5,Hernandez Group
New Play Control! Pikmin 2,5.7,Hudson LLC
Hot Shots Golf: World Invitational,9.8,Chung and Sons
Monster Trucks,8.4,"Johnson, Sims and Scott"
Wave Race: Blue Storm,5.1,Parks-Haynes
Backyard Wrestling: Don't Try This at Home,8.4,Stuart PLC
MonHun Nikki: Poka Poka Ailu Mura,6.5,"Lane, Reynolds and Ferguson"
The Golden Compass,6.4,"Hoffman, Thomas and Simmons"
Phineas and Ferb: Across the 2nd Dimension,9.3,"Harmon, Williams and May"
WarioWare D.I.Y.,8.8,Thomas-Winters
Alice: Madness Returns,5.4,"Bishop, Cuevas and Salazar"
LEGO The Hobbit,8.4,Murphy-Davis
Suikoden,9.7,Howell PLC
Secret Agent Clank,9.7,Gomez-Gray
Rayman Arena,8.6,Taylor-Salazar
Jaws Unleashed,9.2,"Peters, Morgan and Rodriguez"
Puyo Puyo Sun,9.9,Collins LLC
Mickey's Speedway USA,7.9,"Holt, Maxwell and Hardin"
International Superstar Soccer 64,5.2,"Carney, Smith and Patterson"
NASCAR Heat 2002,5.4,Smith PLC
Disney Sing It! High School Musical 3: Senior Year,6.9,Kelley Ltd
From TV Animation One Piece: Grand Battle 2,8.2,"Romero, Carter and Hopkins"
BeatMania Append 3rdMix,8.9,Durham-Torres
PGR3 - Project Gotham Racing 3,5.2,"Morris, Arroyo and Lawson"
Xena: Warrior Princess,5.5,Carter-Ford
Scribblenauts: Unlimited,6.6,"Williams, Rios and Adkins"
Front Mission,8.6,Ochoa Group
Kinect Rush: A Disney Pixar Adventure,5.4,"Garza, Dougherty and Russo"
Asphalt: Urban GT,9.2,Coleman-Rogers
The Fight: Lights Out,8.9,Silva LLC
Dai-2-Ji Super Robot Taisen α,9.3,"Johnson, Brown and Williams"
Pokemon Trozei!,8.6,Logan-Blair
Hot Wheels: Stunt Track Challenge,8.3,"Hale, Perry and Henry"
Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,7.8,Russell-Stewart
Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,8.5,"Wiley, Dudley and Collins"
CyberTiger,9.8,Tate Group
Jampack Fall 2001,6.1,Potts-Bennett
Final Fantasy: The 4 Heroes of Light,9.4,King-Martinez
Kane & Lynch 2: Dog Days,8.9,"Meyer, Norris and Guerra"
NFL Blitz 2001,8.4,Carney LLC
Total War: Shogun 2,6.7,Fisher-Sharp
Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,6.3,"Gutierrez, Gutierrez and Boyd"
Yakuza 5,8.7,Lewis Ltd
BurgerTime,7.2,"Gonzalez, Avila and Cohen"
Naruto: The Broken Bond,7.2,Daugherty-Smith
2002 FIFA World Cup,9.6,Diaz PLC
Smurf: Rescue In Gargamel's Castle,6.6,"Hodges, Obrien and David"
Spelling Challenges and more!,7.6,Rhodes and Sons
Go Diego Go! Great Dinosaur Rescue,8.6,"Marshall, Hudson and Riley"
Extreme-G,5.7,"Ramos, Hernandez and Lane"
Payday 2,7.7,Mcclure Inc
Dead or Alive Xtreme Beach Volleyball,7.8,"Gill, Hurst and Brown"
Tales of Rebirth,10.0,"Russell, Woodard and Moore"
Tales of Zestiria,7.2,Wilson-Daniels
Silent Hill: Shattered Memories,6.8,Davis-Rosario
Skate it,8.7,Strong Group
Game Party in Motion,8.2,Davidson and Sons
Barbie: Race & Ride,8.7,Gonzalez Group
Lost: Via Domus,7.5,Gonzalez Group
Mega Man Anniversary Collection,9.4,Hutchinson Group
Final Fantasy Anniversary Edition,6.0,"Price, Perry and Hall"
Harvest Moon: Friends of Mineral Town,7.6,Wells Ltd
Backyard NBA Basketball,8.8,"Bailey, Thompson and Wright"
Kirby's Dream Course,9.9,Wright-Cook
Doom 3 BFG Edition,6.8,Carney-Park
Mega Man X7,6.0,"Daniels, Fernandez and Wilcox"
Top Spin 3,9.8,Vargas LLC
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,7.1,Todd Inc
The Conduit,5.9,"Hill, Dorsey and Brown"
Tokimeki Memorial: Forever with You,6.2,Robbins-Campos
Cabela's Dangerous Hunts 2011,6.9,Miranda-Hernandez
NHL 15,7.9,Martinez PLC
The Lord of the Rings: The Third Age,7.8,Walker-Wagner
Harvest Moon: Sunshine Islands,8.8,"Wright, Adkins and Logan"
Trivial Pursuit,5.5,Ramos Inc
The Legend of Spyro: Dawn of the Dragon,5.3,Rose-Keller
The Sims 3: World Adventures,6.8,"Villarreal, Johnson and Bauer"
Kinect Sports Rivals,5.9,"Rodriguez, Thomas and Khan"
Tom Clancy's HAWX,5.1,Pena LLC
Sammy Sosa High Heat Baseball 2001,5.4,Floyd Ltd
Terminator 3: Rise of the Machines,9.3,Stevenson LLC
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",9.4,Bennett-Mack
Harvest Moon: The Tale of Two Towns,5.7,Baxter-Powers
FIFA: Road to  World Cup 98,8.9,"Humphrey, Fox and Sullivan"
World Cup 98,6.5,Morales Group
International Superstar Soccer '98,9.7,"Lane, Prince and Cuevas"
NASCAR: Dirt to Daytona,5.4,"Butler, Mcguire and Lindsey"
Unreal Tournament,7.7,"Acevedo, Mata and Bailey"
Digimon World 2,9.4,"Swanson, Jones and Stanley"
Tales of Phantasia,6.7,"White, Bell and Rivera"
Xenosaga Episode II: Jenseits von Gut und Böse,8.4,"Cervantes, Cook and Sutton"
Gex: Enter the Gecko,5.8,"Haley, Cook and Thomas"
Shrek 2: Beg for Mercy,8.7,Patterson Inc
Mega Man Star Force 2: Zerker x Ninja / Saurian,5.2,Thomas-Hernandez
JoJo's Bizarre Adventure: All Star Battle,8.2,"Gonzales, Byrd and Davis"
Petz Nursery,9.4,Gordon-Blackwell
Contra: Shattered Soldier,5.5,"Hudson, Carter and Diaz"
Championship Motocross featuring Ricky Carmichael,8.6,"Long, Stanley and Olsen"
Dragon Ball Z: Chou Saiya Densetsu,9.0,Nguyen Inc
Phoenix Wright: Ace Attorney - Justice for All,9.1,"Schmidt, James and Holmes"
Fire Emblem: Seisen no Keifu,7.0,Lee-Shaw
Disgaea 4: A Promise Unforgotten,8.3,Allen-Norton
BlazBlue: Calamity Trigger,7.5,"Bell, Liu and Johnson"
Tenchu 2: Birth of the Stealth Assassins,9.6,Smith Ltd
MLB 11: The Show,6.3,Hayden Inc
Naruto: Uzumaki Chronicles 2,8.9,Huerta Inc
NHL 06,5.1,"Hahn, Rogers and Simmons"
Rooms: The Main Building,9.9,Miller Group
Rapala: We Fish,10.0,Vargas Ltd
Parasite Eve II,9.9,Phillips-Humphrey
Ratchet & Clank: Quest for Booty,9.4,Mccall Ltd
Shin Megami Tensei IV,5.9,"Ray, Guzman and Reed"
Theme Park,6.9,Robinson-Conway
Blacksite: Area 51,6.9,"Roberts, Henderson and Harper"
ATV Offroad Fury: Blazin' Trails,8.2,"Blankenship, Jones and Morgan"
Far Cry Instincts,9.2,"Garcia, Gutierrez and Robertson"
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,9.1,Smith and Sons
Spyro Orange: The Cortex Conspiracy,5.6,Harris Group
Enslaved: Odyssey to the West,6.8,"Brown, Bradley and Anderson"
Beyond The Beyond,6.2,Wright Group
"Warhammer 40,000: Space Marine",6.6,Brady Ltd
No More Heroes,6.1,"Sanders, Quinn and Harris"
Petz Wild Animals: Tigerz,9.3,Stevens-Anderson
Naruto: Ultimate Ninja 2,7.3,Hughes and Sons
Defiance,9.6,Santana Ltd
3D Dot Game Heroes,9.9,"Sharp, Bryant and Mullins"
The Mysterious Murasame Castle,9.4,Munoz-Davis
NBA Hangtime,8.0,Torres-Vargas
Jillian Michaels Fitness Ultimatum 2010,8.4,Patrick-Gray
Grease,8.5,Costa-Anderson
Blood Wake,9.6,Mcdonald Ltd
Dynasty Warriors 5: Xtreme Legends,5.3,Howard LLC
Dora The Explorer: Dora Saves the Snow Princess,9.2,Craig PLC
Jampack Summer 2002,7.1,James PLC
FIFA World Cup Germany 2006,9.2,Howell-Cooper
Wreckless: ThE YaKuza MisSiOns,6.1,Ryan LLC
Super Bomberman,9.9,Lee-Williamson
Spec Ops: The Line,6.3,"Shaw, Jones and Sanchez"
SD Gundam G Generation Neo,7.3,Taylor and Sons
Bratz 4 Real,9.2,Williams-Atkins
RalliSport Challenge,7.2,Humphrey-Barry
Resident Evil Outbreak File #2,8.5,"Willis, Johnson and Barber"
Bob the Builder: Can We Fix It?,8.2,"Odonnell, Massey and Harris"
XIII,7.5,Rodriguez-Long
NHL 14,9.9,Riley-Morris
Breath of Fire IV,9.0,Williamson PLC
Odin Sphere,9.7,Dominguez Inc
Donkey Kong Jungle Climber,7.1,"Simpson, Prince and Brown"
The Incredible Hulk,7.9,"Juarez, Hunter and Garcia"
Ms. Pac-Man Maze Madness,9.7,"Rodriguez, Horton and Carter"
Arena Football,7.2,Lyons PLC
NHL Hitz 20-02,7.8,Mahoney and Sons
Classic NES Series: Dr. Mario,7.0,Murphy-Weaver
NCAA March Madness 07,7.0,Pittman PLC
"Monsters, Inc. Scream Team",9.7,Garza-Walker
Harry Potter Collection,6.6,Lucas PLC
Yu-Gi-Oh! World Championship Tournament 2004,8.6,"Herring, Mcdonald and Huang"
Cabela's Big Game Hunter 2005 Adventures,6.6,Robinson PLC
Hotel Dusk: Room 215,6.4,Perkins-Thompson
Knockout Kings 2001,6.0,"Rodgers, Williams and Barrett"
Battlefield 2: Modern Combat,6.9,Clark-Harris
All-Star Baseball 2002,5.0,Taylor-Jackson
Backyard NFL Football,5.2,Gonzales Inc
NASCAR Rumble,6.1,Mcdonald-Kelley
Tony Hawk: Shred,9.0,Lang-Larson
WWE Raw 2,6.8,Greene Inc
Mega Man X2,5.5,Mitchell Group
Manhunt 2,5.8,Whitehead LLC
Fullmetal Alchemist and the Broken Angel,7.7,"Hubbard, White and Harrison"
Final Fantasy IV: The Complete Collection,9.2,"Martinez, Woodard and Montgomery"
Frontlines: Fuel of War,7.2,Palmer-Wood
Lips: Number One Hits,7.8,Curtis-Johnson
Hamtaro: Ham-Hams Unite!,9.1,Hartman LLC
Batman Begins,9.3,Allen-Castro
Viva Pinata: Pocket Paradise,5.0,Klein-Wiggins
Dr. Seuss' The Cat in the Hat,6.5,Duran-Diaz
Barbie Groovy Games,9.9,"Johnson, Barton and Guerrero"
Yu-Gi-Oh! Reshef of Destruction,8.1,Mcdowell LLC
Blinx: The Time Sweeper,8.5,Bell-Payne
Archer Maclean's Mercury,9.3,"Daniels, Gray and Henderson"
ESPN NFL Football,5.8,"Clayton, Howell and Carey"
Fatal Fury Special,5.5,Wilson-Cruz
Catz,6.0,Vazquez-Cook
DS Bimoji Training,8.8,"Shah, Shields and Perez"
Petz Catz Clan,9.6,Hudson LLC
Soul Sacrifice,9.0,"Rivera, Page and Ford"
G-Force,9.0,Gray Ltd
Soldier of Fortune: Gold Edition,6.4,Jones Inc
Rune Factory: A Fantasy Harvest Moon,10.0,"Frazier, Ruiz and Horton"
Monster Jam: Path of Destruction,9.7,"Smith, Pratt and Howard"
Rapala Tournament Fishing!,6.8,Robbins Inc
MX 2002 Featuring Ricky Carmichael,9.6,Martinez-Buchanan
Purr Pals,6.4,Wheeler-Bell
God of War: Origins Collection,5.2,Grant-Landry
MX vs. ATV: Alive,7.8,Powell PLC
Lunar: Silver Star Story Complete,7.6,"Harrison, Thomas and Curtis"
NBA Showtime: NBA on NBC,7.0,"Cox, Hall and Moore"
ZhuZhu Pets 2: Featuring The Wild Bunch,6.7,Bishop-Gray
Soul Reaver 2,6.0,"Ashley, Smith and Nash"
Metal Gear Solid 3: Subsistence,8.2,White Ltd
Sly Cooper: Thieves in Time,9.1,Daniels-Mack
The Godfather (old US sales),7.7,"Frazier, Allison and Calderon"
Daytona USA,6.6,"Atkins, Walters and Jones"
Harry Potter and the Deathly Hallows - Part 1,6.7,Moore Ltd
Tiger Woods PGA Tour 13,8.2,"Patterson, Johnson and Anderson"
WWF Raw,8.1,"Terry, Riley and Prince"
Shin Super Robot Taisen,7.7,Jones LLC
Jump Super Stars,7.9,"Lopez, Frazier and Warren"
Legends of WrestleMania,6.6,Weaver-Ruiz
The Activision Decathlon,9.0,"Berger, Farmer and Baldwin"
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,9.7,Boyle Group
50 Classic Games,7.8,Jensen-Hawkins
Fighting Force 2,5.7,Davidson-Thomas
Sakura Wars,5.4,Hernandez-Hooper
Yokai Sangokushi,10.0,Thomas and Sons
Extermination,7.0,Harris and Sons
Batman: Vengeance,8.4,"Hernandez, King and Riley"
Unit 13,9.9,Sanchez Inc
Tatsunoko vs. Capcom: Ultimate All-Stars,6.0,Kerr LLC
TMNT,5.2,Thornton Ltd
F.E.A.R.,5.3,Acosta and Sons
Secret Agent Clank(US sales),8.2,"Rich, Turner and Logan"
Derby Stallion 04,6.3,"Smith, Sanchez and Potter"
Barbie Horse Adventures: Riding Camp,5.4,"Myers, Berger and Gamble"
CrossworDS,6.6,"Joyce, Mills and Bailey"
Mega Man Zero,7.8,Spencer PLC
Contender 2,5.2,Yang and Sons
The Amazing Spider-Man 2 (2014),6.1,Gonzalez-Duke
SD Gundam G Generation Zero,5.1,Roberts-Armstrong
Super Robot Taisen F,5.2,"Bauer, Williams and Coleman"
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,5.5,"Duarte, Holland and Waters"
Time Crisis: Razing Storm,8.6,Porter Inc
Super Robot Taisen F Kanketsuhen,9.6,Lucas Group
Rune Factory 4,7.7,Martin-Jackson
Summer Sports: Paradise Island,6.4,Coleman Inc
Dynasty Warriors: Gundam 3,6.9,Leach PLC
Jak X: Combat Racing,8.9,Porter-Reid
Metro 2033,8.1,Sanchez and Sons
Are You Smarter than a 5th Grader? Make the Grade,6.6,Davis-Jones
American Idol,8.8,Snyder-Love
Top Gun: Fire at Will!,5.8,"Mayer, Williams and Franklin"
Dragon Ball Z: Shin Budokai,9.9,Johnston-Hernandez
SingStar Summer Party,8.0,"Jones, Simmons and Taylor"
NBA Live 10,6.0,"Williams, White and Walsh"
Gekikuukan Pro Yakyuu: At the End of the Century 1999,6.6,Barton LLC
Medarot 2: Kabuto / Kuwagata Version,9.7,Martinez and Sons
Excite Truck,6.4,Holmes PLC
System 3 presents Ferrari Challenge Trofeo Pirelli,6.6,"Dodson, Larson and Wagner"
Dance Dance Revolution Ultramix,5.5,Lopez-Carney
Crash Tag Team Racing,7.5,Pineda Ltd
Two Worlds II,6.1,Roberts Group
Front Mission 4,7.5,Logan-Martin
The Fairly Odd Parents: Breakin' Da Rules,9.5,Sims-Garcia
Inazuma Eleven,9.1,"Freeman, Martin and Brown"
Ninokuni: Shikkoku no Madoushi,7.9,"Valentine, Grant and Johns"
Resident Evil: Revelations 2,9.9,"Gutierrez, Howell and Miller"
SRS: Street Racing Syndicate,8.1,Foster-Anderson
Despicable Me: The Game - Minion Mayhem,5.6,Robertson Ltd
Action Force,5.4,Bishop-Wiley
Gauntlet Legends,9.5,Houston-Barker
FIFA 99,9.7,"Oliver, Johnson and Wilson"
Kidou Senshi Gundam: Extreme VS,8.0,Stevens PLC
Bust A Groove,6.8,Thomas Ltd
Fire Emblem: Path of Radiance,7.0,Bray LLC
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,6.2,"Davis, Zimmerman and Lewis"
Let's Draw!,9.6,Welch Group
Pachi-Slot Aruze Oukoku 2,7.3,"Burnett, Taylor and Luna"
Valkyria Chronicles II,8.2,Martinez-Lopez
Rune Factory 2: A Fantasy Harvest Moon,5.9,Smith-Navarro
Terminator Salvation,9.5,Mccarty-Valencia
Bratz: Rock Angelz,5.3,Ruiz Group
How to Train Your Dragon,9.3,"Hines, Yates and Lynch"
Greg Hastings' Tournament Paintball,5.3,Young LLC
Hello Kitty: Big City Dreams,7.4,Booth-Brown
Star Fox Command,5.8,"Thomas, Brown and Lopez"
World Soccer Winning Eleven 7 International (JP version),8.6,Cross-Adams
ESPN NBA Basketball,9.6,Hoover-Monroe
Inazuma Eleven GO,10.0,Parker PLC
Over the Hedge,8.6,Sanders-Ruiz
Mat Hoffman's Pro BMX,8.3,"Webster, Rose and Gonzales"
Lego Star Wars: The Force Awakens,9.1,Arnold-Thompson
Magician's Quest: Mysterious Times,9.8,Wheeler-Lucas
The Hobbit,9.9,Murray LLC
War of the Monsters,8.4,"Vaughn, Garcia and Coffey"
Tales of Symphonia: Dawn of the New World,5.1,Sanders Inc
The Incredible Hulk: Ultimate Destruction,5.5,Clark-Cooper
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",8.0,Deleon-Swanson
Jewel Master Egypt,8.2,"Knapp, Lewis and Fuentes"
Time Crisis II,8.8,Perez PLC
Clock Tower,7.6,Cobb-Schwartz
NCAA March Madness 06,5.6,"Burns, Reyes and Parks"
Jampack Volume 11,5.6,Rogers-Taylor
Dragon's Crown,7.6,Elliott Group
Legacy of Kain: Defiance,5.9,Guerrero-Pitts
SpongeBob SquarePants: Game Boy Advance Video Volume 2,8.2,"Turner, Smith and Johnson"
NCAA March Madness 2005,8.6,Williams and Sons
007 Racing,6.5,Miller Inc
Conflict: Vietnam,8.8,Hall-Johnson
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,9.4,James and Sons
Mystery Dungeon: Shiren the Wanderer,7.1,Mcdaniel-Fitzpatrick
SimAnimals,8.1,Coleman-Moore
MLB SlugFest 20-04,8.8,"Bryan, Baker and Lewis"
Gex 3: Deep Cover Gecko,9.0,"Murillo, Simpson and Paul"
NASCAR 09,6.3,Reyes-Wood
Jampack Vol. 2,8.3,Kim-Gonzalez
Sesame Street: Once Upon A Monster,6.3,Roberts-Valdez
Virtual Soccer,6.1,Mcpherson Ltd
Romance of the Three Kingdoms IV: Wall of Fire,5.8,Torres-Jensen
Winning Post,7.4,Jackson-Riley
SingStar Dance,5.4,"Monroe, Smith and Wagner"
Kirby and the Rainbow Curse,6.8,"Schultz, Pacheco and Tate"
Medal of Honor: European Assault,6.8,Rivera Inc
Ty the Tasmanian Tiger 2: Bush Rescue,6.7,Williams-Robinson
NBA 06,6.3,King Ltd
We Cheer,5.2,Strickland LLC
Alice in Wonderland,8.0,"Myers, Ramos and Douglas"
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,7.4,May-Fisher
Front Mission 2,9.2,Pena-Hudson
F.E.A.R. 2: Project Origin,9.7,"Coleman, Griffin and Mckenzie"
Are You Smarter Than A 5th Grader?,5.5,Webb LLC
Oni,9.6,"Jackson, Brown and Wiggins"
Juiced,9.5,Smith-Orozco
The Warriors,8.1,Baldwin Inc
Batman: Arkham Origins Blackgate,9.7,Anderson Group
J-League Soccer: Prime Goal 2,9.5,Hall-Young
Go Diego Go! Safari Rescue,9.6,"Johnson, Morris and Cole"
Picross 3D,8.7,"Rogers, White and Martin"
Silent Hill: Origins,9.6,Pearson and Sons
Wayne Gretzky's 3D Hockey,8.3,Mitchell-Garcia
Pachi-Slot Aruze Oukoku 4,5.4,Coleman-Rogers
Return to Castle Wolfenstein: Operation Resurrection,7.2,"Coleman, Thomas and Matthews"
Mario Tennis: Power Tour,6.1,Hammond Group
Seaman,9.0,Reyes Group
The Grinch,7.2,"Lopez, Carpenter and Sheppard"
GT Pro Series,6.7,Holt Group
Spectrobes: Beyond the Portals,6.6,Neal PLC
Classic Word Games,5.3,Davis-Allen
Naruto Shippuden: Clash of Ninja Revolution 3,6.4,Wolf PLC
Final Fantasy Chronicles,8.7,Hernandez-Jones
Syphon Filter 3,9.4,Riddle-Gray
We Love Katamari,8.6,Chandler-Barnes
Way of the Samurai 3,5.5,Gomez PLC
DC Universe Online,6.6,Hughes-Douglas
Mega Man 6,9.8,Solomon Group
Final Fantasy Explorers,8.7,"Ray, Thompson and Harding"
Rival Schools: United By Fate,7.2,Tate and Sons
Cars Toon: Mater's Tall Tales,9.2,Smith Group
Swing Away Golf,5.8,"Hart, Moreno and Hernandez"
J-League Pro Soccer Club o Tsukurou! 3,7.4,Ritter-Carr
Tomb Raider: Legend,5.1,Berger Inc
Freedom Fighters,8.2,Terrell-Smith
That's So Raven 2: Supernatural Style,9.0,Green and Sons
Lair,6.1,Alvarez-Clark
The Punisher,9.1,Trujillo and Sons
Front Mission 3,6.0,Brooks LLC
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,9.6,"Boyd, Johnson and Jimenez"
SSX On Tour,8.0,Acosta PLC
Petz: Hamsterz Life 2,9.7,Shelton Ltd
Omega Boost,8.3,Zimmerman-Crawford
The Sims 2: Open for Business,6.6,Garcia Inc
Jampack Winter 2002,9.6,"Maldonado, Romero and Reyes"
Way of the Samurai,5.2,Wright PLC
Fishing Derby,6.8,Morris-Francis
Pac-Man Fever,9.4,Ortiz-Lin
The 3rd Birthday,6.0,"Wilkerson, Henderson and Jenkins"
Prince of Persia Trilogy,8.4,Wheeler-Benitez
International Track & Field,5.1,"Aguirre, Garcia and Brown"
100 All-Time Favorites,8.7,Jones Inc
HSX HyperSonic.Xtreme,7.0,Donovan-Guzman
StarCraft II: Legacy of the Void,6.3,Davis Inc
SoulCalibur: Broken Destiny,5.3,Robinson-Bailey
The Saboteur,9.4,Yates-Reid
Lords of the Fallen,7.4,Peters Ltd
Jam With the Band,7.0,"Singleton, Kennedy and Fry"
Jikkyou Powerful Pro Yakyuu 10,5.3,Tucker Inc
Summoner,6.5,Fuller-Wade
Virtual Pool,7.0,Anderson and Sons
Sega Bass Fishing,6.0,"Gonzalez, Grimes and Chang"
Fire Emblem: Radiant Dawn,7.0,Zimmerman Inc
Dynasty Warriors,7.6,Bryant Inc
"SpongeBob SquarePants: Lights, Camera, Pants!",6.1,Gonzales-Roth
Rugrats: Scavenger Hunt,8.1,White Ltd
Wrecking Crew,9.1,"Spencer, Green and Turner"
International Superstar Soccer 2000 (All region sales),8.7,Lane-Drake
Major League Baseball 2K10,7.1,Mack Group
Monsters vs. Aliens,5.6,Wright-Williams
SpongeBob SquarePants: Creature from the Krusty Krab,5.8,Guerrero-Wolfe
Dai-4-Ji Super Robot Taisen S,5.8,Larson-Martin
Disney's Kim Possible: Revenge of Monkey Fist,9.8,Woods-Caldwell
Ace Combat Zero: The Belkan War,9.7,Munoz Inc
R.U.S.E.,7.0,"Black, Rivers and Graves"
Disgaea 3: Absence of Justice,6.0,"Mcdonald, West and Underwood"
Test Drive Unlimited,8.2,Blake Group
Picross DS,8.2,"Lane, Wade and Rios"
Final Fantasy II Anniversary Edition,7.1,"Butler, Sampson and David"
NHL 07,6.1,Wagner Group
Quantum Break,8.1,Lynch-Cooper
The BIGS,7.9,Sanders LLC
Rory McIlroy PGA Tour,6.2,Dixon and Sons
Euro Truck Simulator,7.4,Black-Murray
Dragon Ball Z: Supersonic Warriors,8.8,Moore LLC
Paws & Claws: Dogs & Cats Best Friends,9.1,Davis PLC
Silent Hill 4: The Room,6.7,Patrick-Hamilton
River Raid II,6.6,Wiley Ltd
Capcom Classics Collection,5.5,Ford-Andrews
Monopoly Party,7.0,"Dominguez, Turner and Ramos"
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,6.7,"Peterson, Shaw and Boyd"
NHL FaceOff 98,7.4,"Martinez, Oliver and Johnson"
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,7.5,Zamora LLC
NHL 09,7.2,Hines PLC
Looney Tunes: Back in Action,9.6,"Miller, Wall and Ramirez"
Midnight Magic,7.3,"Gonzales, Conrad and Nelson"
Atelier Rorona: Alchemist of Arland,7.4,Aguirre Group
Dragon Ball Z: Supersonic Warriors 2,8.9,"Pierce, Boyd and Martinez"
Avatar: The Last Airbender,5.2,Cummings PLC
Blue's Clues: Blue's Big Musical,5.6,Shaw PLC
The Mummy Returns,6.6,Bennett Group
Hitman: Blood Money,7.4,Eaton and Sons
Chopper Command,5.9,"Perry, Boyd and Smith"
Activision Anthology,9.8,"Porter, Higgins and Phelps"
Crash: Mind Over Mutant,9.8,Holland-Hughes
Babysitting Mama,9.6,"Owens, Kane and Gilmore"
Boogie,6.4,Diaz LLC
Theatrhythm: Final Fantasy,7.0,Miles-Ballard
Bleach: Soul Resurreccion,7.0,Esparza-Macias
Dance Dance Revolution Universe 2,7.3,Fox-Ramirez
Star Wars: Jedi Starfighter,9.7,Lewis Ltd
Tactics Ogre: The Knight of Lodis,10.0,Henry-Nelson
Fortune Street,9.4,Jackson-Montoya
Super Robot Taisen MX,7.3,"Miller, Adams and Davis"
NBA Street Homecourt,6.0,"Townsend, Alvarez and Meyer"
Bases Loaded '96: Double Header,5.9,"Spencer, Conley and Krueger"
Dead or Alive Ultimate,8.7,Hudson and Sons
RPG Maker,7.6,Price PLC
Star Wars: Clone Wars,8.1,Hunter-Turner
Major League Baseball 2K12,7.4,Anderson-Lewis
Monster Hunter,7.3,Simmons LLC
Dreamworks Madagascar Kartz,6.4,"Taylor, Johnson and Gonzalez"
SplashDown: Rides Gone Wild,8.0,Guerrero-Haynes
Super Famista 5,5.4,Holmes Inc
Dynasty Warriors: Gundam 2,8.6,"Rogers, Parker and Ramos"
Shrek SuperSlam,9.0,Dorsey PLC
Rayman Advance,8.9,Porter PLC
Super Robot Taisen Z,8.7,Mora-Savage
PoPoLoCrois Monogatari,8.9,Sanchez-Case
Fantastic 4,7.8,Rogers Inc
Men in Black II: Alien Escape,9.3,"Patrick, Thomas and Newman"
RealSports Tennis,7.2,"Martinez, Williams and Taylor"
Nicktoons: Attack of the Toybots,7.2,Myers-Reynolds
Raiders of the Lost Ark,5.2,"Howell, Grant and Santos"
Gauntlet,9.9,Anderson-Chandler
Ridge Racer 3D,7.2,"Horn, Davis and Barron"
Cars Mater-National Championship,5.4,Edwards-Edwards
Resident Evil: The Mercenaries 3D,9.8,"Solis, Miller and Watkins"
Super Monkey Ball 3D,8.1,Hammond-Gray
MotorStorm: Apocalypse,6.8,Jones-Cooper
The Matrix: Path of Neo,6.4,"Silva, Edwards and Crane"
WWE Wrestlemania X8,7.5,Clark-Patton
Sonic Lost World,8.2,"Wall, Matthews and Hodge"
Ultimate I Spy,6.2,Vaughan and Sons
Grandia III,9.9,"Smith, Thompson and Beck"
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,6.8,"Castro, Warren and Murray"
Mario & Wario,8.3,Curry Group
Pokemon Art Academy,5.5,Bass-Baker
FIFA Soccer 64,6.4,Odom-Chavez
Bakugan Battle Brawlers: Defenders of the Core,8.5,Vargas LLC
J-League Pro Soccer Club wo Tsukurou! 2,6.8,Smith Inc
Backyard Baseball,8.7,Brooks and Sons
WipEout Pulse,8.2,Foster-Hobbs
Barbie Horse Adventures: Wild Horse Rescue,7.4,Williams Ltd
Epic Mickey: Power of Illusion,6.2,Campos-Villarreal
Taiko no Tatsujin: Appare Sandaime,5.2,Greene-Johnson
Alone in the Dark,8.6,"Sosa, Guzman and King"
