title,publisher_name,genre_name,year
South Park: Chef's Luv Shack,Acclaim Entertainment,Misc,1998
Music Maker,Magix,Misc,2001
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,Konami Digital Entertainment,Platform,1993
Astroblast,Mattel Interactive,Action,1981
Blade II,Activision,Action,2002
40 Winks,GT Interactive,Platform,1999
The Legend of Heroes: Trails of Cold Steel,Nippon Ichi Software,Role-Playing,2013
Fate/Extra,Marvelous Interactive,Role-Playing,2010
Shaun White Snowboarding: World Stage,Ubisoft,Sports,2009
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,Mentor Interactive,Misc,2009
A Collection of Classic Games from the Intellivision,Activision,Misc,1999
Bruce Lee: Quest of the Dragon,Universal Interactive,Fighting,2002
Spin Jam,Empire Interactive,Puzzle,2000
KuruKuru Kururin,Nintendo,Puzzle,2001
Disney's The Emperor's New Groove,Sony Computer Entertainment,Platform,2000
Disney's Stitch: Experiment 626,Sony Computer Entertainment,Action,2002
RPG Tsukuru 2,ASCII Entertainment,Role-Playing,1996
Yuu Yuu Hakusho 2: Kakutou no Sho,Namco Bandai Games,Fighting,1994
Orphen: Scion of Sorcery,Activision,Role-Playing,2000
LEGO Legends of Chima: Laval's Journey,Warner Bros. Interactive Entertainment,Adventure,2013
Imagine: Family Doctor,Ubisoft,Simulation,2009
Magna Carta 2,Banpresto,Role-Playing,2009
Nicktoons: Battle for Volcano Island,THQ,Action,2006
Midtown Madness 3,Microsoft Game Studios,Racing,2003
Shrek Swamp Kart Speedway,TDK Mediactive,Racing,2002
One Piece: Unlimited World Red,Namco Bandai Games,Action,2014
Gameboy Gallery,Nintendo,Misc,1995
Virtua Cop 2,Sega,Shooter,1996
Ehrgeiz,SquareSoft,Fighting,1998
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,Sega,Misc,2005
Karaoke Revolution Glee: Volume 3,Konami Digital Entertainment,Misc,2011
Spyro: Attack of the Rhynocs,Universal Interactive,Platform,2003
"Army Men World War: Land, Sea, Air",3DO,Action,2000
Dai-2-Ji Super Robot Taisen OG,Namco Bandai Games,Strategy,2012
Trauma Center: New Blood,Nintendo,Simulation,2007
Lumines ll,Disney Interactive Studios,Puzzle,2006
NES Remix,Nintendo,Action,2014
1701 A.D.,Deep Silver,Simulation,2006
Jumping Flash!,Sony Computer Entertainment,Platform,1995
Karaoke Revolution Party,Konami Digital Entertainment,Misc,2005
Batman: The Brave and the Bold the Videogame,Warner Bros. Interactive Entertainment,Action,2010
Burnout,Acclaim Entertainment,Racing,2002
Lizzie McGuire 3: Homecoming Havoc,Disney Interactive Studios,Platform,2005
Chaos Legion,Capcom,Action,2003
PowerUp Heroes,Ubisoft,Fighting,2011
NASCAR 2011: The Game,Activision,Racing,2011
Puyo Puyo 7,Sega,Puzzle,2009
Neopets: The Darkest Faerie,Sony Computer Entertainment,Adventure,2005
Blazing Heroes,Sega,Role-Playing,1995
Rhythm Tengoku,Nintendo,Misc,2006
Super Robot Taisen W,Banpresto,Strategy,2007
Cart World Series,Sony Computer Entertainment,Racing,1997
Invizimals: Shadow Zone,Sony Computer Entertainment,Strategy,2010
24: The Game,Sony Computer Entertainment,Adventure,2006
Famista '91,Namco Bandai Games,Sports,1990
Squinkies,Activision,Misc,2011
Zoo Tycoon 2 DS,THQ,Strategy,2008
Looney Tunes: Duck Amuck,Warner Bros. Interactive Entertainment,Action,2007
Super Robot Taisen OG: Original Generations Gaiden,Banpresto,Strategy,2007
Drakengard 3,Square Enix,Role-Playing,2013
Decathlete,Sega,Sports,1994
The Sims 2,Electronic Arts,Simulation,2004
Tom Clancy's Splinter Cell 3D,Ubisoft,Action,2011
DmC: Devil May Cry,Capcom,Action,2015
Jonas,Disney Interactive Studios,Adventure,2009
Wacky Races: Crash & Dash,Eidos Interactive,Racing,2008
Dynasty Warriors 8: Xtreme Legends,Tecmo Koei,Action,2014
Toukiden Kiwami,Tecmo Koei,Action,2014
Romance of the Three Kingdoms VIII,Tecmo Koei,Strategy,2002
Fossil Fighters (JP sales),Nintendo,Role-Playing,2008
Daikaijyuu Monogatari,Hudson Soft,Role-Playing,1994
Tropico 5,Kalypso Media,Simulation,2015
Hard Hitter Tennis,Midas Interactive Entertainment,Sports,2001
Glory of Heracles,Nintendo,Role-Playing,2008
Monster Truck Madness 64,Take-Two Interactive,Racing,1999
Quake II,Activision,Shooter,1999
Nounai Aeshe: IQ Suppli DS,Spike,Misc,2006
Crazy Taxi: Catch a Ride,THQ,Racing,2003
MySims Party,Electronic Arts,Simulation,2009
Macross Digital Mission VF-X,Namco Bandai Games,Simulation,1997
One Piece Unlimited Cruise SP,Namco Bandai Games,Action,2011
Rayman 2: Revolution,Ubisoft,Platform,2000
Yu Yu Hakusho Ghost Files: Spirit Detective,Atari,Action,2003
Super Bomberman 5,Hudson Soft,Puzzle,1997
N3: Ninety-Nine Nights,Microsoft Game Studios,Action,2006
Shin Megami Tensei: Persona 2: Innocent Sin,Atlus,Role-Playing,2011
Army Men: Air Attack 2,3DO,Action,2000
Pride FC: Fighting Championships,THQ,Fighting,2003
Eternal Ring,Ubisoft,Role-Playing,2000
Dragon Force,Sega,Strategy,1996
John Deere: Harvest in the Heartland,Ubisoft,Simulation,2007
Rabbids: Alive & Kicking,Ubisoft,Misc,2011
Shin Megami Tensei: Devil Summoner - Soul Hackers,Atlus,Role-Playing,2012
Winning Post 2,Tecmo Koei,Sports,1995
Star Gladiator Episode: I Final Crusade,Virgin Interactive,Fighting,1996
Dance Dance Revolution Universe 3,Konami Digital Entertainment,Simulation,2008
We Sing Pop!,Nordic Games,Misc,2012
Showdown: Legends of Wrestling,Acclaim Entertainment,Fighting,2004
Capcom Classics Collection Remixed,Capcom,Misc,2006
Reel Fishing: Angler's Dream,Zushi Games,Sports,2009
Call of Duty: Modern Warfare 3: Defiance,Activision,Shooter,2011
SimCity 4,Electronic Arts,Simulation,2003
Far East of Eden Zero,Hudson Soft,Role-Playing,1995
Sword Art Online: Hollow Fragment,Namco Bandai Games,Role-Playing,2014
Star Ocean 5: Integrity and Faithlessness,Square Enix,Role-Playing,2016
Call of Juarez: The Cartel,Ubisoft,Shooter,2011
Full Spectrum Warrior,THQ,Strategy,2005
Alvin and the Chipmunks: The Squeakquel,Majesco Entertainment,Misc,2009
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Namco Bandai Games,Misc,2010
Dragon Quest Builders: Revive Alefgard,Square Enix,Role-Playing,2016
The Suite Life of Zack & Cody: Circle of Spies,Disney Interactive Studios,Action,2007
Power Pro Kun Pocket 6,Konami Digital Entertainment,Sports,2003
Mega Man ZX,Capcom,Platform,2006
Harvest Moon DS Cute (US sales),Marvelous Interactive,Simulation,2005
Power Pro Kun Pocket 10,Konami Digital Entertainment,Sports,2007
Finding Nemo: The Continuing Adventures,THQ,Action,2004
Spirit: Stallion of the Cimarron,THQ,Platform,2002
Future Cop L.A.P.D.,Electronic Arts,Simulation,1997
Guitar Hero: Van Halen,Activision,Misc,2009
Hamster Tarou,Jorudan,Simulation,1999
Fist of the North Star: Ken's Rage 2,Tecmo Koei,Fighting,2012
MLB SlugFest Loaded,Midway Games,Sports,2004
Trace Memory,Nintendo,Adventure,2005
Mah Jong Quest: Expeditions,Avanquest,Puzzle,2007
AMF Bowling 2004,Mud Duck Productions,Sports,2003
RealSports Boxing,Atari,Sports,1986
Imagine: Makeup Artist,Ubisoft,Simulation,2020
Grandia II,Ubisoft,Role-Playing,2002
Syphon Filter: Dark Mirror,Sony Computer Entertainment,Shooter,2006
Front Mission Evolved,Square Enix,Shooter,2010
Tom and Jerry Tales,Warner Bros. Interactive Entertainment,Platform,2006
The BIGS 2,Take-Two Interactive,Sports,2009
Junior Brain Trainer 2,GSP,Misc,2010
The Chronicles of Riddick: Assault on Dark Athena,Atari,Shooter,2009
Power Pro Kun Pocket 4,Konami Digital Entertainment,Sports,2002
The Godfather: Dons Edition,Electronic Arts,Action,2007
Soul Sacrifice Delta,Sony Computer Entertainment,Action,2014
Guardian Heroes,Sega,Role-Playing,1995
MLB Power Pros,Konami Digital Entertainment,Sports,2007
Outlaw Golf,TDK Mediactive,Sports,2002
Dynasty Warriors: Strikeforce,Tecmo Koei,Action,2009
Fisherman's Bait 2: Big Ol' Bass,Konami Digital Entertainment,Sports,1999
Lupin the 3rd: Treasure of the Sorcerer King,505 Games,Adventure,2002
Kurohyou: Ryu ga Gotoku Shinshou,Sega,Adventure,2010
Prince of Persia: Rival Swords,Ubisoft,Action,2007
One Piece Unlimited Cruise 2: Awakening of a Hero,Namco Bandai Games,Action,2009
Majin and the Forsaken Kingdom,Namco Bandai Games,Adventure,2010
WinBack: Covert Operations,Midas Interactive Entertainment,Shooter,2000
Punch-Out!!,Nintendo,Sports,2007
FlatOut: Head On,Empire Interactive,Racing,2008
Kagero: Deception II,Virgin Interactive,Strategy,1998
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,Konami Digital Entertainment,Sports,2000
The Bureau: XCOM Declassified,Take-Two Interactive,Shooter,2013
J-League Victory Goal '96,Sega,Sports,1996
Shin Megami Tensei: Strange Journey,Atlus,Role-Playing,2009
Jeopardy! 2nd Edition,Hasbro Interactive,Misc,2000
SD Gundam G Century,Namco Bandai Games,Strategy,1997
Ratchet & Clank: Size Matters,Sony Computer Entertainment,Platform,2008
Atelier Iris 3: Grand Phantasm (US Sales),Tecmo Koei,Role-Playing,2006
Itadaki Street 2: Neon Sign wa Bara Iro ni,Enix Corporation,Misc,1994
From TV Animation One Piece: Treasure Battle!,Namco Bandai Games,Fighting,2002
Starhawk,Sony Computer Entertainment,Action,2012
Dolphin,Activision,Action,1983
Imagine: Fashion Designer World Tour,Ubisoft,Simulation,2009
The Smurfs: Dance Party,Ubisoft,Misc,2011
Disney Channel: All Star Party,Disney Interactive Studios,Misc,2010
Ace Combat: Joint Assault,Namco Bandai Games,Simulation,2010
Hamster Club 4: Shigessa Daidassou,Jorudan,Simulation,2003
Medieval Moves: Deadmund's Quest,Sony Computer Entertainment,Action,2011
Mega Man X8,Capcom,Platform,2004
CSI: Deadly Intent,Ubisoft,Adventure,2009
Ford Mustang: The Legend Lives,Take-Two Interactive,Racing,2005
Ys: Memories of Celceta,Nihon Falcom Corporation,Action,2012
Fast Food,Unknown,Action,1981
Jikkyou Powerful Pro Yakyuu 8,Konami Digital Entertainment,Sports,2001
Viz,Acclaim Entertainment,Racing,1998
Top Gear Overdrive,Kemco,Racing,1998
Xena: Warrior Princess - The Talisman of Fate,Titus,Fighting,1999
Jeremy McGrath Supercross 2000,Acclaim Entertainment,Racing,1999
The New Tetris,Nintendo,Puzzle,1999
Ken Griffey Jr.'s Slugfest,Nintendo,Sports,1999
Supercross 2000,Electronic Arts,Racing,1999
War Gods,Midway Games,Fighting,1997
Bladestorm: The Hundred Years' War,Tecmo Koei,Action,2007
World of Tanks,Wargaming.net,Shooter,2011
Jewel Quest Mysteries: Curse of the Emerald Tear,Avanquest,Puzzle,2010
Duel Masters: Sempai Legends,Atari,Misc,2003
Turning Point: Fall of Liberty,Codemasters,Shooter,2008
Heroes of the Pacific,Codemasters,Simulation,2005
Dead Rising: Chop Till You Drop,Capcom,Action,2009
Fable: The Journey,Microsoft Game Studios,Role-Playing,2012
Sonic Boom: Shattered Crystal,Sega,Action,2014
Just Dance Wii 2,Nintendo,Misc,2012
DX Game of Life,Takara,Misc,1996
Pirates of the Caribbean,Ubisoft,Role-Playing,2003
MLB Pennant Race,Sony Computer Entertainment,Sports,1996
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,Angel Studios,Role-Playing,1991
WWII Aces,Destineer,Simulation,2008
Shrek Super Party,TDK Mediactive,Misc,2002
"Sakura Wars 4: Koi Seyo,Otome",Sega,Adventure,2002
"Sakura Wars: So Long, My Love",Sega,Role-Playing,2005
Dynasty Tactics,Tecmo Koei,Strategy,2002
The Urbz: Sims In the City (US weekly sales),Electronic Arts,Simulation,2004
Feel the Magic XY/XX,Sega,Puzzle,2004
Neopets Puzzle Adventure,Capcom,Puzzle,2008
Snowboarding,Midas Interactive Entertainment,Sports,2000
Purr Pals,Deep Silver,Simulation,2008
Dragon Ball Heroes: Ultimate Mission,Namco Bandai Games,Misc,2013
Surf's Up,Ubisoft,Sports,2007
BlazBlue: Chrono Phantasma,Arc System Works,Fighting,2013
Looney Tunes Racing,Infogrames,Racing,2000
Final Fantasy X-2: International + Last Mission,Square Enix,Role-Playing,2004
Namco Museum Vol.2,Sony Computer Entertainment,Misc,1996
Rayman 3: Hoodlum Havoc,Ubisoft,Platform,2003
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,Konami Digital Entertainment,Adventure,2008
Psi-Ops: The Mindgate Conspiracy,Midway Games,Shooter,2004
I Spy: Spooky Mansion,Storm City Games,Puzzle,2010
Tomba! 2: The Evil Swine Return,Sony Computer Entertainment,Platform,1999
Wappy Dog,Activision,Simulation,2011
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,Square Enix,Role-Playing,2006
BeatMania Append 4thMix: The beat goes on,Konami Digital Entertainment,Simulation,1999
NASCAR 08,Electronic Arts,Racing,2007
World of Warcraft: Legion,Activision,Role-Playing,2016
Romance of the Three Kingdoms III: Dragon of Destiny,Tecmo Koei,Strategy,1992
Power Pro Kun Pocket 11,Konami Digital Entertainment,Sports,2008
El Shaddai: Ascension of the Metatron,Ignition Entertainment,Action,2011
Family Guy: Back to the Multiverse,Activision,Action,2012
Warriors Orochi 2,Tecmo Koei,Action,2008
Ratatouille: Food Frenzy,THQ,Puzzle,2007
Links 2004,Microsoft Game Studios,Sports,2003
PGA Tour 97,Electronic Arts,Sports,1996
Bratz: Super Babyz,THQ,Action,2008
Battle & Get! Pokemon Typing DS,Nintendo,Misc,2011
Kung Zhu,Activision,Action,2010
Earthworm Jim,Interplay,Platform,2001
Tales of Phantasia,Nintendo,Role-Playing,2003
Monster 4x4: Masters of Metal,Ubisoft,Racing,2003
SingStar Country,Sony Computer Entertainment,Misc,2008
DeathSmiles,Rising Star Games,Shooter,2009
VMX Racing,Playmates,Racing,1997
Hot Shots Golf: World Invitational,Sony Computer Entertainment,Sports,2012
Dragon Ball GT: Transformation,Atari,Action,2005
Bratz Ponyz,Game Factory,Adventure,2007
Super Fire ProWrestling X,Human Entertainment,Fighting,1995
Baby Pals,THQ,Simulation,2007
International Superstar Soccer,Konami Digital Entertainment,Sports,1994
Tigger's Honey Hunt,Ubisoft,Platform,2000
Shadow Hearts,Midway Games,Role-Playing,2001
NHL 2K11,Take-Two Interactive,Sports,2010
One Piece: Burning Blood,Namco Bandai Games,Fighting,2016
Yu-Gi-Oh! Double Pack,Konami Digital Entertainment,Role-Playing,2006
X-Men: Reign of Apocalypse,Activision,Action,2001
R: Racing Evolution,Namco Bandai Games,Racing,2003
Netsu Chu! Pro Yakyuu 2003,Namco Bandai Games,Sports,2003
Digimon Adventure: Anode Tamer,Namco Bandai Games,Role-Playing,1999
Fantastic 4: Flame On,Activision,Action,2005
Siren: Blood Curse,Sony Computer Entertainment,Action,2008
Pro Evolution Soccer 2017,Konami Digital Entertainment,Sports,2016
Chromehounds,Sega,Simulation,2006
The King of Fighters '95,SNK Playmore,Fighting,1995
Assassin's Creed II: Discovery,Ubisoft,Action,2009
F/A-18F Super Hornet,Majesco Entertainment,Simulation,2004
Final Fantasy VI Advance,Nintendo,Role-Playing,2006
Polaris,Tigervision,Action,1982
Viewtiful Joe,Capcom,Action,2004
Beyblade: Metal Masters,Konami Digital Entertainment,Action,2010
Need for Speed: Most Wanted,Electronic Arts,Racing,2013
Arcade Hits: Frisky Tom,Hamster Corporation,Action,2002
Dead to Rights: Retribution,Namco Bandai Games,Shooter,2010
Harry Potter and the Sorcerer's Stone,Electronic Arts,Action,2003
Kung Fu Chaos,Microsoft Game Studios,Fighting,2003
Mega Man: Dr. Wily's Revenge,Nintendo,Platform,1991
Yu-Gi-Oh! World Championship 2008,Konami Digital Entertainment,Strategy,2007
Godzilla: Domination!,Atari,Fighting,2002
Tales of the World: Radiant Mythology 3,Namco Bandai Games,Role-Playing,2011
Famista '92,Namco Bandai Games,Sports,1991
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,Sammy Corporation,Misc,2002
Jackass the Game,Empire Interactive,Action,2007
Mega Man II,Nintendo,Platform,1991
Lord of Darkness,Tecmo Koei,Action,1991
Hannah Montana: Spotlight World Tour,Disney Interactive Studios,Action,2008
Carol Vorderman's Sudoku,Xplosiv,Puzzle,2006
MX SuperFly featuring Ricky Carmichael,THQ,Racing,2002
Remington Super Slam Hunting: Africa,Mastiff,Sports,2010
Army of Two: The Devil's Cartel,Electronic Arts,Shooter,2013
Syphon Filter: Dark Mirror,Sony Computer Entertainment,Shooter,2007
Mission: Impossible - Operation Surma,Atari,Platform,2003
Pitfall: The Mayan Adventure,Interplay,Platform,2001
Driver: Parallel Lines,Atari,Racing,2006
Sing Party,Nintendo,Misc,2012
Shrek: Ogres & Dronkeys,Activision,Simulation,2007
Monopoly,Electronic Arts,Misc,2010
Hot Wheels: Track Attack,THQ,Racing,2010
Backyard Wrestling 2: There Goes the Neighborhood,Eidos Interactive,Fighting,2004
Virtua Fighter 5 Online,Sega,Fighting,2007
Disney's Treasure Planet,Ubisoft,Action,2002
Dead or Alive,Sony Computer Entertainment,Fighting,1998
Wild ARMs 5,505 Games,Role-Playing,2006
NFL Blitz 20-02,Midway Games,Sports,2002
Mega Man 7,Laguna,Platform,1995
Shadows of the Damned,Electronic Arts,Action,2011
NBA In The Zone,Konami Digital Entertainment,Sports,1995
Corvette,TDK Mediactive,Racing,2003
F1 ROC: Race of Champions,Ocean,Sports,1992
Silent Hill 2: Restless Dreams,Konami Digital Entertainment,Action,2001
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Square Enix,Action,2016
UEFA Euro 2016,Konami Digital Entertainment,Sports,2016
Soul Nomad & the World Eaters,Tecmo Koei,Role-Playing,2007
RollerCoaster Tycoon 3,Atari,Strategy,2004
Bass Strike,THQ,Sports,2001
NHL Hitz 20-03,Midway Games,Sports,2002
Danganronpa Another Episode: Ultra Despair Girls,Nippon Ichi Software,Action,2014
Real Pool,Midas Interactive Entertainment,Sports,2000
iCarly 2: iJoin The Click!,Activision,Adventure,2010
The Warriors,Take-Two Interactive,Action,2007
Mister Mosquito,Eidos Interactive,Shooter,2001
Kakyuusei,Elf,Strategy,1997
Patapon 3,Sony Computer Entertainment,Misc,2011
Civilization II,Activision,Strategy,1998
Dynasty Warriors: Gundam,Namco Bandai Games,Action,2008
Transformers: Cybertron Adventures,Activision,Action,2010
F-1 Grand Prix,Video System,Racing,1992
Pinkalicious,GameMill Entertainment,Misc,2011
SimCity 2000,Sega,Simulation,1994
Deer Hunter,Atari,Sports,2003
Pokemon Box: Ruby & Sapphire,Nintendo,Misc,2003
Puyo Puyo! 15th Anniversary,Sega,Puzzle,2006
Yu-Gi-Oh! Monster Capsule Breed & Battle,Konami Digital Entertainment,Role-Playing,1998
AC/DC LIVE: Rock Band Track Pack,MTV Games,Misc,2008
My Japanese Coach,Ubisoft,Misc,2008
Puppeteer,Sony Computer Entertainment Europe,Platform,2013
Warpath: Jurassic Park,Electronic Arts,Fighting,1998
Tak and the Guardians of Gross,THQ,Action,2008
Summer Heat Beach Volleyball,Acclaim Entertainment,Sports,2003
NCAA Basketball 09,Electronic Arts,Sports,2008
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Namco Bandai Games,Adventure,2008
Marvel Super Hero Squad: The Infinity Gauntlet,THQ,Action,2010
Power Pro Kun Pocket 3,Konami Digital Entertainment,Sports,2001
Myst III: Exile,Ubisoft,Adventure,2002
Castlevania: Aria of Sorrow,Konami Digital Entertainment,Platform,2003
Mobile Suit Gundam Side Story I: Senritsu no Blue,Namco Bandai Games,Shooter,1996
Armored Core: Project Phantasma,From Software,Simulation,1997
Donkey Kong GB: Dinky Kong & Dixie Kong,Nintendo,Platform,2000
Kobitodzukan: Kobito Kansatsu Set,Nippon Columbia,Misc,2012
ExciteBots: Trick Racing,Nintendo,Racing,2009
Deadpool,Activision,Action,2015
Nichibutsu Arcade Classics,Nichibutsu,Misc,1995
Kenka Bancho: Badass Rumble,Spike,Action,2008
Cabela's Trophy Bucks,Activision Value,Sports,2007
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,Nintendo,Misc,2007
Q-Ball: Billiards Master,Take-Two Interactive,Sports,2000
Mr. Do!,Coleco,Action,1982
How to Train Your Dragon 2,Little Orbit,Adventure,2014
Tao Feng: Fist of the Lotus,Microsoft Game Studios,Fighting,2003
Shin Nippon Pro Wrestling: Toukon Retsuden 2,Tomy Corporation,Fighting,1996
Dragon Ball Z: Budokai 2,Atari,Fighting,2004
Motocross Maniacs Advance,Konami Digital Entertainment,Racing,2002
Resident Evil 2: Dual Shock Edition,Capcom,Action,1998
Dynasty Warriors,Tecmo Koei,Action,1997
M&M's Blast!,Unknown,Puzzle,2001
Zumba Fitness: World Party,Majesco Entertainment,Misc,2013
Final Fantasy X International,Square Enix,Role-Playing,2004
Tiny Toon Adventures: Plucky's Big Adventure,Conspiracy Entertainment,Action,2001
Littlest Pet Shop: Beach Friends,Electronic Arts,Simulation,2009
